mot	lemme
repas	repa
hôpitaux	hôpital
celle	celui
ci	ci
utilisait	utiliser
cartes	carte
lecteurs	lecteur
optiques	optique
puis	pouvoir
contexte	contexte
micro-informatique	micro-informatique
balbutiante	balbutiante
elle	lui
conçu	concevoir
premier	premier
logiciel	logiciel
repas	repa
monde	monde
trois	trois
tard	tard
elle	lui
créé	créer
premiers	premier
terminaux	terminal
portables	portable
saisie	saisie
puis	pouvoir
fut	être
mise	mise
place	place
premiers	premier
systèmes	système
windows	windows
hôpitaux	hôpital
l'	le
arrivée	arrivée
premières	premier
solutions	solution
hertziennes	hertzien
l'	le
hôpital	hôpital
saint-louis	saint-louis
paris	paris
plateformes	plateforme
windows	window
ce	ce
dès	dès
ajoute	ajouter
-t	-t
-il	il
webrest	webrest
dernière	dernier
illustration	illustration
cette	ce
application	application
dédiée	dédier
soignants	soignant
service	service
diététique	diététique
d'	de
établissements	établissement
petite	petit
taille	taille
permet	permettre
gérer	gérer
repas	repas
tablettes	tablette
smartphones	smartphone
troubles	trouble
l'	le
audition	audition
arkamys	arkamy
opte	opt
appareiller	appareiller
mobile	mobile
plutôt	plutôt
patient	patient
l'	le
homme	homme
moderne	moderne
citadin	citadin
baigne	baigner
permanence	permanence
bruit	bruit
résultat	résultat
jour	jour
près	près
d'	de
une	un
personne	personne
cinq	cinq
n'	ne
entend	entendre
bien	bien
d'	de
où	où
l'	le
idée	idée
d'	de
arkamys	arkamys
pme	pme
parisienne	parisien
d'	de
une	un
quarantaine	quarantaine
personnes	personne
spécialisée	spécialiser
domaine	domaine
l'	le
audio	audio
embarqué	embarquer
d'	de
améliorer	améliorer
l'	le
intelligibilité	intelligibilité
conversations	conversation
téléphoniques	téléphonique
personnes	personne
souffrant	souffrir
troubles	trouble
l'	le
audition	audition
développant	développant
applications	application
logicielles	logiciel
si	si
celles-ci	celles-ci
permet	permettre
générer	générer
profil	profil
personne	personne
côté	côté
seconde	second
consiste	consister
ensuite	ensuite
adapter	adapter
rendu	rendre
mobile	mobile
profil	profil
utilisateur	utilisateur
c'	ce
est	être
l'	le
automne	automne
prochain	prochain
résultats	résultat
tests	test
réalisés	réaliser
collaboration	collaboration
service	service
orl	orl
professeur	professeur
bruno	bruno
frachet	frachet
assistance	assistance
publique	publique
hôpitaux	hôpitaux
paris	paris
hôpital	hôpital
avicenne	avicenne
hôpital	hôpital
rothschild	rothschild
seront	être
publiés	publier
restera	rester
ensuite	ensuite
pme	pme
franchir	franchir
dernière	dernier
étape	étape
passer	passer
projet	projet
sytis	sytis
labellisé	labelliser
pôle	pôle
compétitivité	compétitivité
cap	cap
digital	digital
soutenu	soutenir
fonds	fonds
européen	européen
développement	développement
régional	régional
feder	feder
conseil	conseil
général	général
seine-saint-denis	seine-saint-denis
l'	le
industrialisation	industrialisation
d'	de
un	un
produit	produit
disponible	disponible
marché	marché
les	le
produits	produit
conçus	concevoir
arkamys	arkamys
briques	brique
logicielles	logiciel
peuvent	pouvoir
intégrées	intégrée
différents	différent
types	type
d'	de
appareils	appareil
téléphones	téléphone
smartphones	smartphone
tablettes	tablette
téléviseurs	téléviseur
d'	de
améliorer	améliorer
rendu	rendu
sonore	sonore
nous	nous
avons	avoir
forte	fort
activité	activité
secteur	secteur
l'	le
automobile	automobile
où	où
travaillons	travaillon
rendu	rendre
l'	le
habitacle	habitacle
véhicules	véhicule
l'	le
annulation	annulation
d'	de
écho	écho
bruit	bruit
main	main
libre	libre
précise	préciser
jean-michel	jean-michel
raczinski	raczinski
alliance	alliance
manager	manager
entreprise	entreprise
basée	baser
paris	paris
dispose	dispose
bureaux	bureau
séoul	séoul
tokyo	tokyo
shanghai	shanghai
détroit	détroit
celle-ci	celui-ci
réalisant	réaliser
%	pourcent
chiffre	chiffre
d'	de
affaires	affaire
l'	le
étranger	étranger
c'	ce
est	être
naturellement	naturellement
qu'	que
arkamys	arkamys
détient	détient
quinzaine	quinzaine
famille	famille
brevets	brevet
couvrir	couvrir
l'	le
ensemble	ensemble
technologies	technologie
qu'	que
elle	lui
développe	développer
décidé	décider
mettre	mettre
expérience	expérience
savoir	savoir
faire	faire
domaine	domaine
l'	le
audio	audio
embarqué	embarquer
service	service
personnes	personne
n'	ne
entendent	entendre
bien	bien
nécessairement	nécessairement
appareillées	appareiller
on	on
estime	estime
millions	million
personnes	personne
etats-unis	etats-unis
millions	million
europe	europe
difficultés	difficulté
entendre	entendre
rappelle	rappeler
responsable	responsable
l'	le
entreprise	entreprise
d'	de
où	où
démarche	démarche
abouti	aboutir
d'	de
un	un
premier	premier
baptisé	baptiser
sytis	sytis
d'	de
autant	autant
prothèses	prothèse
auditives	auditif
présentent	présenter
aujourd'hui	aujourd'hui
marché	marché
coûtent	coûter
euros	euro
appareiller	appareiller
seule	seul
oreille	oreille
remboursement	remboursement
extrêmement	extrêmement
faible	faible
l'	le
ordre	ordre
d'	de
une	un
centaine	centaine
d'	de
euros	euro
qui	qui
est	être
prothèse	prothèse
auditive	auditif
réglage	réglage
reste	reste
difficile	difficile
fonctionne	fonctionner
toujours	toujours
parfaitement	parfaitement
image	image
négative	négatif
c'	ce
est	être
contexte	contexte
l'	le
entreprise	entreprise
arkamys	arkamys
partie	partie
l'	le
idée	idée
non	non
d'	de
appareiller	appareiller
appareils	appareil
eux	lui
mêmes	même
autrement	autrement
dit	dire
adapter	adapter
appareils	appareil
utilisateurs	utilisateur
puissent	pouvoir
bénéficier	bénéficier
potentiel	potentiel
la	le
solution	solution
embarquer	embarquer
applications	application
bord	bord
téléphones	téléphone
celles	celles
ci	ci
nombre	nombre
deux	deux
la	le
consiste	consister
mesurer	mesurer
profil	profil
l'	le
utilisateur	utilisateur
l'	le
aide	aide
d'	de
un	un
audiogramme	audiogramme
tonal	tonal
elle	lui
réalisée	réaliser
l'	le
aide	aide
téléphone	téléphone
conditions	condition
réelles	réel
d'	de
utilisation	utilisation
peut	pouvoir
répétée	répéter
temps	temps
temps	temps
vérifier	vérifier
l'	le
évolution	évolution
capacité	capacité
d'	de
audition	audition
l'	le
utilisateur	utilisateur
explique	expliquer
jean-michel	jean-michel
raczinski	raczinski
une	un
profil	profil
défini	définir
celui-ci	celui-ci
transféré	transférer
automatiquement	automatiquement
coeur	coeur
partie	partie
modem	modem
téléphone	téléphone
c'	ce
est	être
deuxième	deuxième
application	application
développée	développer
arkamys	arkamys
action	action
adapter	adapter
rendu	rendre
profil	profil
utilisateur	utilisateur
précisons	précison
qu'	que
en	en
parallèle	parallèle
différents	différent
dispositifs	dispositif
d'	de
annulation	annulation
bruit	bruit
intégrés	intégrer
l'	le
ensemble	ensemble
l'	le
application	application
sachant	savoir
télécommunications	télécommunications
souvent	souvent
bruits	bruit
pénalisants	pénalisant
comprendre	comprendre
messages	message
transmis	transmettre
nous	nous
disposons	disposer
techniques	technique
spécifiques	spécifique
permettent	permettre
d'	de
améliorer	améliorer
perception	perception
niveaux	niveau
faibles	faible
ajoute	ajouter
-t	-t
-il	il
jean-michel	jean-michel
raczinski	raczinski
indique	indique
qu'	que
à	à
jour	jour
arkamys	arkamys
développé	développé
preuve	preuve
concept	concept
mesure	mesure
degré	degré
d'	de
intelligibilité	intelligibilité
chez	chez
dizaine	dizaine
pu	pouvoir
réalisée	réaliser
service	service
d'	de
oto	oto
rhino	rhino
laryngologie	laryngologie
orl	orl
dirige	dirige
professeur	professeur
bruno	bruno
frachet	frachet
l'	le
hôpital	hôpital
avicenne	avicenne
l'	le
hôpital	hôpital
rothschild	rothschild
l'	le
ap	ap
hp	hp
nous	nous
avons	avoir
pu	pouvoir
observer	observer
amélioration	amélioration
%	pourcent
moyenne	moyenne
niveau	niveau
compréhension	compréhension
globale	global
phrases	phrase
mots	mot
cibles	cible
souligne	souligner
-t	-t
-il	il
l'	le
ensemble	ensemble
résultats	résultat
sera	être
publié	publier
l'	le
automne	automne
prochain	prochain
parallèlement	parallèlement
responsables	responsable
d'	de
arkamys	arkamys
préparent	préparer
prochaine	prochain
étape	étape
savoir	savoir
mise	mise
disposition	disposition
industriels	industriel
d'	de
une	un
brique	brique
logicielle	logiciel
d'	de
amélioration	amélioration
son	son
nous	nous
sommes	être
discussions	discussion
industriels	industriel
précise	préciser
-t	-t
-il	il
pour	pour
l'	le
heure	heure
question	question
d'	de
en	en
dire	dire
l'	le
aboutissement	aboutissement
industriel	industriel
sytis	sytis
s'	se
achèvera	achever
officiellement	officiellement
fin	fin
année	année
le	le
temps	temps
au-delà	au-delà
l'	le
application	application
label	label
tous	tout
diabétiques	diabétique
e-nutrition	e-nutrition
concours	concours
lancé	lancer
l'	le
initiative	initiative
pôle	pôle
compétitivité	compétitivité
vitagora	vitagora
événement	événement
auquel	auquel
s'	se
est	être
associé	associer
groupe	groupe
seb	seb
c'	ce
est	être
avril	avril
dernier	dernier
lors	lors
congrès	congrès
goût	goût
nutrition	nutrition
santé	santé
lauréat	lauréat
édition	édition
nom	nom
oh	oh
combien	combien
évocateur	évocateur
le	le
temps	temps
glucides	glucides
reçu	recevoir
prix	prix
c'	ce
est	être
avant	avant
aventure	aventure
humaine	humain
indique	indique
d'	de
emblée	emblée
emmanuelle	emmanuelle
auras	auras
cette	ce
sociologue	sociologue
maître	maître
conférence	conférence
sciences	science
l'	le
éducation	éducation
l'	le
université	université
poitiers	poitier
intégrera	intégrer
l'	le
université	université
créteil	créteil
prochaine	prochain
rentrée	rentrée
universitaire	universitaire
mari	mari
christophe	christophe
villain	villain
formateur	formateur
informaticien	informaticien
travaille	travailler
quinzaine	quinzaine
d'	de
années	année
d'	de
edf	edf
enfant	enfant
fêtera	fêter
bientôt	bientôt
onze	onze
souffre	souffre
d'	de
un	un
diabète	diabète
type	type
dit	dire
insulino	insulino
dépendant	dépendant
d'	de
où	où
nécessité	nécessité
lui	luire
injecter	injecter
l'	le
insuline	insuline
via	via
pompe	pompe
injection	injection
peut	pouvoir
efficace	efficace
l'	le
on	on
sait	savoir
exactement	exactement
enfant	enfant
consomme	consomme
termes	terme
glucides	glucide
c'	ce
est	être
toute	tout
difficulté	difficulter
parents	parent
d'	de
enfants	enfant
diabétiques	diabétique
adultes	adulte
diagnostiqués	diagnostiqué
diabétiques	diabétique
et	et
jour	jour
lendemain	lendemain
doivent	devoir
apprendre	apprendre
compter	compter
glucides	glucide
explique	expliquer
-t	-t
-elle	lui
un	un
exercice	exercice
d'	de
autant	autant
difficile	difficile
qu'	que
il	il
existe	exister
différentes	différents
sortes	sorte
méthodes	méthode
confrontés	confronté
tôt	tôt
problème	problème
emmanuelle	emmanuelle
christophe	christophe
décidé	décider
d'	de
associer	associer
compétences	compétence
développer	développer
propre	propre
méthode	méthode
permette	permette
compter	compter
rapidement	rapidement
pendant	pendant
repas	repas
fils	fils
et	et
fil	fil
aiguille	aiguille
ils	il
arrivés	arriver
créer	créer
le	le
temps	temps
glucides	glucides
avril	avril
dernier	dernier
après	après
avoir	avoir
porté	porter
durant	durer
année	année
le	le
temps	temps
glucides	glucides
c'	ce
est	être
méthode	méthod
simple	simple
faite	faire
mémoriser	mémoriser
calculer	calculer
repas	repas
d'	de
un	un
diabétique	diabétique
résume	résumer
-t	-t
-elle	lui
mais	mais
au-delà	au-delà
l'	le
application	application
mobile	mobile
entreprise	entreprise
naissante	naissant
propose	proposer
coaching	coaching
ligne	ligne
accompagner	accompagner
utilisateurs	utilisateur
l'	le
aide	aide
jeux	jeu
vidéos	vidéo
conseils	conseil
formations	formation
ligne	ligne
présentiel	présentiel
pour	pour
répondre	répondre
demande	demande
médecins	médecin
infirmières	infirmier
précise	préciser
-t	-t
-elle	lui
quant	quant
ceux	celui
rétorqueront	rétorquer
qu'	que
il	il
existe	exister
beaucoup	beaucoup
d'	de
applications	application
mobiles	mobile
gérer	gérer
diabète	diabète
emmanuelle	emmanuelle
répond	répondre
application	application
différente	différent
comme	comme
sorte	sorte
calculateur	calculateur
doté	doter
d'	de
un	un
peu	peu
d'	de
intelligence	intelligence
s'	se
apparente	apparenter
jeu	jeu
construction	construction
en	en
somme	somme
parfait	parfaire
compagnon	compagnon
tous	tout
jours	jour
qui	qui
terme	terme
pourrait	pouvoir
devenir	devenir
label	label
tous	tout
diabétiques	diabétique
surveillance	surveillance
diagnostic	diagnostic
réseaux	réseau
câblés	câblé
win	win
ms	ms
lève	lever
euros	euro
fondée	fondée
orsay	orsay
près	près
paris	paris
win	win
ms	ms
développe	développer
commercialise	commercialise
outils	outil
diagnostic	diagnostic
immédiat	immédiat
maintenance	maintenance
aéronautique	aéronautique
dispositif	dispositif
surveillance	surveillance
infrastructures	infrastructure
câblées	câbler
lutter	lutter
contre	contre
vol	vol
câbles	câble
ainsi	ainsi
spin	spin
off	off
cea	cea
list	list
propose	proposer
outil	outil
d'	de
aide	aide
panne	pann
permet	permettre
réduire	réduire
temps	temps
d'	de
immobilisation	immobilisation
appareils	appareil
sol	sol
précisons	précison
selon	selon
taille	taille
lieu	lieu
où	où
stationné	stationner
avion	avion
immobilisé	immobiliser
coûte	coûter
million	million
d'	de
euros	euro
jour	jour
compagnie	compagnie
propriété	propriété
or	or
grâce	grâce
l'	le
outil	outil
conçu	concevoir
win	win
ms	ms
temps	temps
d'	de
intervention	intervention
divisés	divisé
cinq	cinq
en	en
outre	outre
permet	permettre
d'	de
augmenter	augmenter
productivité	productivité
maintenance	maintenance
électrique	électrique
d'	de
éviter	éviter
remplacement	remplacement
inutile	inutile
composants	composant
dans	dans
ferroviaire	ferroviaire
vol	vol
câbles	câble
devenu	devenir
progressivement	progressivemer
fléau	fléau
gestionnaires	gestionnaire
d'	de
infrastructures	infrastructure
opérateurs	opérateur
ainsi	ainsi
vols	vol
jour	jour
km	kilomètre
lignes	ligne
gère	gérer
réseau	réseau
ferré	ferré
france	france
rff	rff
enregistrés	enregistrer
d'	de
où	où
sncf	sncf
perte	perte
heures	heure
travail	travail
correspond	correspondre
heures	heure
retard	retard
circulation	circulation
trains	train
perte	perte
millions	million
d'	de
euros	euro
or	or
dispositif	dispositif
mis	mettre
point	point
win	win
ms	ms
possible	possible
localiser	localiser
coupure	coupure
distance	distance
temps	temps
réel	réel
signifie	signifier
gestionnaire	gestionnaire
l'	le
opérateur	opérateur
possibilité	possibilité
d'	de
agir	agir
rapidement	rapidement
remettre	remettre
service	service
voie	voie
brefs	bref
délais	délai
parallèlement	parallèlement
grâce	grâce
dispositif	dispositif
forces	force
l'	le
ordre	ordre
alertés	alerté
rapidement	rapidement
peut	pouvoir
avoir	avoir
dissuasif	dissuasif
malfaiteurs	malfaiteur
précisions	précision
ailleurs	ailleurs
dispositif	dispositif
d'	de
alerte	alerte
automatique	automatique
