mot	lemme
récompensée	récompenser
National	national
Institute	institut
of	of
Standards	standard
and	and
Technology	Technology
NIST	NIST
mars	mars
dernier	dernier
La	le
société	société
vient	venir
juste	juste
d'	de
avoir	avoir
an	an
elle	lui
compte	compte
dizaine	dizaine
personnes	personne
développe	développer
commercialise	commercialise
produits	produit
n'	ne
ont	avoir
d'	de
équivalent	équivalent
lance	lance
non	non
sans	sans
certaine	certain
fierté	fierté
justifiée	justifier
Fabrice	Fabrice
Derepas	Derepas
l'	le
un	un
fondateurs	fondateur
Trustinsoft	Trustinsoft
directeur	directeur
général	général
Et	et
celui-ci	celui-ci
rappeler	rappeler
France	France
n'	ne
abrite	abriter
Google	Google
Microsoft	Microsoft
revanche	revanche
elle	lui
compte	compte
myriade	myriade
d'	de
acteurs	acteur
commun	commun
savoir	savoir
développer	développer
bons	bon
logiciels	logiciel
qualité	qualité
C'	ce
est	être
contexte	contexte
Fabrice	Fabrice
Derepas	Derepas
Pascal	Pascal
Cuoq	Cuoq
Benjamin	Benjamin
Monate	Monate
tous	tout
issus	issu
CEA	CEA
décidé	décider
lancer	lancer
l'	le
aventure	aventure
créant	créer
propre	propre
entreprise	entreprise
objectif	objectif
rendre	rendre
accessibles	accessible
tous	tout
développeurs	développeur
code	code
critique	critique
C	c
C+	C+
Java	Java
puissantes	puissante
méthodes	méthode
d'	de
analyse	analyse
statique	statique
permettant	permettre
détecter	détecter
erreurs	erreur
difficilement	difficilemer
décelables	décelable
tests	test
classiques	classique
Des	un
méthodes	méthode
basées	baser
Frama	Frama
C	c
outil	outil
issu	issu
technologies	technologie
CEA	cea
List	List
l'	le
Inria	inria
développées	développer
lancés	lancer
dès	dès
Utilisées	utiliser
aujourd'hui	aujourd'hui
l'	le
aéronautique	aéronautique
méthodes	méthode
desquelles	desquelle
avons	avoir
participé	participer
quand	quand
étions	étion
CEA	cea
souhaitons	souhaiton
bénéficier	bénéficier
type	type
d'	de
application	application
exigeant	exiger
sécurité	sécurité
sûreté	sûreté
ceci	ceci
coûts	coût
accessibles	accessible
précise	préciser
-t	-t
-il	il
Deux	Deux
polytechniciens	polytechnicien
créateurs	créateur
start	start
up	up
lauréats	lauréat
prestigieux	prestigieux
MIT	MIT
Technology	Technology
Review	Review
récompense	récompense
jeunes	jeune
innovateurs	innovateur
développent	développer
projets	projet
ayant	avoir
fort	fort
impact	impact
économique	économique
social	social
apportant	apporter
réponses	réponse
enjeux	enjeu
notre	notre
société	société
Le	le
avril	avril
dernier	dernier
dix	dix
entrepreneurs	entrepreneur
français	français
âgés	âgé
moins	moins
ans	an
c'	ce
est	être
règle	régler
reçu	recevoir
prestigieux	prestigieu
l'	le
innovation	innovation
Parmi	parmi
ceux	celui
ci	ci
polytechniciens	polytechnicien
créateurs	créateur
start	start
up	up
David	David
Vissière	Vissière
président	président
fondateur	fondateur
Sysnav	Sysnav
Rémi	Rémi
Dangla	Dangla
fondateur	fondateur
Stilla	Stilla
Technologies	Technologies
Objectif	objectif
entreprises	entreprise
pallier	pallier
failles	faille
GPS	GPS
utilisant	utiliser
technologie	technologie
magnéto	magnéto
inertielle	inertiel
Rappelons	Rappelons
environ	environ
%	pourcent
cas	cas
GPS	gps
inopérant	inopérant
D'	de
où	où
solution	solution
proposée	proposer
Sysnav	Sysnav
qui	qui
tirant	tirer
profit	profit
champ	champ
magnétique	magnétique
pouvoir	pouvoir
assurer	assurer
continuité	continuité
matière	matière
navigation	navigation
géolocalisation	géolocalisation
toute	tout
circonstance	circonstance
toute	tout
autonomie	autonomie
et	et
indépendamment	indépendammer
toute	tout
infrastructure	infrastructure
qu'	que
elle	lui
soit	être
satellitaire	satellitaire
radio	radio
etc.	etc.
Un	un
concept	concept
sans	sans
équivalent	équivaloir
protégé	protéger
douzaine	douzaine
brevets	brevet
devrait	devoir
trouver	trouver
applications	application
nombreux	nombreux
domaines	domaine
médical	médical
transports	transport
sécurité	sécurité
sites	site
sensibles	sensible
l'	le
armement	armement
Précisons	précison
mener	mener
bien	bien
démarche	démarch
David	David
Vissière	Vissière
su	savoir
associer	associer
meilleurs	meilleur
experts	expert
français	français
navigation	navigation
issus	issu
Ministère	ministère
Défense	défense
jeunes	jeune
talents	talent
d'	de
où	où
une	un
expertise	expertise
unique	unique
France	France
l'	le
international	international
souligne	souligner
trentenaire	trentenaire
Hébergée	hébergée
Laboratoire	laboratoire
d'	de
Hydrodynamique	Hydrodynamique
l'	le
Ecole	ecole
Polytechnique	Polytechnique
LadHyX	ladhyx
seconde	second
entreprises	entreprise
Stilla	Stilla
Technologies	Technologies
développe	développer
commercialise	commercialise
plateforme	plateform
d'	de
analyse	analyse
génétique	génétique
automatique	automatique
ultra-sensible	ultra-sensible
simplifie	simplifier
l'	le
identification	identification
spécifiques	spécifique
utilisant	utiliser
formidable	formidable
potentiel	potentiel
microfluidique	microfluidiqu
discipline	discipline
grâce	grâce
laquelle	lequel
possible	possible
manipuler	manipuler
fluides	fluide
échelles	échelle
microscopiques	microscopique
via	via
canaux	canal
petites	petit
dimensions	dimension
Un	un
potentiel	potentiel
Rémi	Rémi
Dangla	Dangla
découvert	découvrir
durant	durer
thèse	thèse
réalisée	réaliser
LadHyx	ladhy
La	le
puce	puce
microfluidique	microfluidiqu
dimensions	dimension
d'	de
une	un
carte	carte
crédit	crédit
qu'	que
il	il
conçu	concevoir
aujourd'hui	aujourd'hui
capable	capable
fragmenter	fragmenter
goutte	goutte
sang	sang
dizaines	dizaine
milliers	millier
gouttelettes	gouttelette
d'	de
effectuer	effectuer
parallèle	parallèle
quelque	quelque
analyses	analyse
génétiques	génétique
partir	partir
d'	de
un	un
échantillon	échantillon
D'	de
où	où
l'	le
intérêt	intérêt
représente	représenter
innovation	innovation
secteurs	secteur
médical	médical
agroalimentaire	agroalimentaire
résultats	résultat
qu'	que
elle	lui
fournit	fournir
coût	coût
considérablement	considérablement
réduit	réduit
fiables	fiable
précis	précis
Aussi	aussi
Rémi	Rémi
Dangla	Dangla
estime	estime
-t	-t
-il	il
l'	le
outil	outil
développé	développé
start	start
up	up
qu'	que
il	il
créé	créer
ouvre	ouvrir
nombreuses	nombreux
perspectives	perspective
suivi	suivre
thérapeutique	thérapeutique
cancérologie	cancérologie
où	où
l'	le
orientation	orientation
l'	le
optimisation	optimisation
traitements	traitement
primordiale	primordiale
survie	survie
patients	patient
Le	le
contenu	contenu
notre	notre
assiette	assiette
quel	quel
sera	être
-t	-t
-il	il
l'	le
orée	orée
prochaine	prochain
décennie	décennie
Comment	comment
notre	notre
alimentation	alimentation
va	aller
-t	-t
-elle	lui
évoluer	évoluer
prochaines	prochain
Quelles	quel
seront	être
priorités	prioriter
mangeurs	mangeur
Dans	dans
environnement	environnement
où	où
santé	santé
jouera	jouer
rôle	rôle
déterminant	déterminer
où	où
technologies	technologie
seront	être
banalisées	banaliser
quelle	quel
sera	être
place	place
plaisir	plaisir
Telles	tel
quelques	quelque
unes	une
questions	question
auxquelles	auxquelles
étude	étude
prospective	prospectif
réalisée	réaliser
Ipsos	Ipsos
demande	demande
pôle	pôle
compétitivité	compétitivité
Vitagora	Vitagora
partie	partie
résultats	résultat
dévoilée	dévoiler
lors	lors
9ème	9èm
édition	édition
Congrès	congrès
Goût	Goût
Nutrition	Nutrition
Santé	santé
avril	avril
Dijon	Dijon
apporte	apporter
certain	certain
nombre	nombre
réponses	réponse
Précisons	précison
étude	étude
cinq	cinq
pays	pays
retenus	retenir
Allemagne	Allemagne
Etats-Unis	Etats-Unis
France	France
Japon	Japon
Russie	Russie
Quinze	Quinze
tendances	tendance
identifiées	identifier
Si	si
certaines	certains
d'	de
entre	entrer
elles	lui
présentes	présent
pays	pays
d'	de
autres	autre
font	faire
qu'	que
émerger	émerger
marchés	marché
résume	résumer
Rémy	Rémy
Oudghiri	Oudghiri
directeur	directeur
Département	Département
Tendances	tendance
Prospective	Prospective
d'	de
Ipsos	Ipsos
Parmi	parmi
quinze	quinze
tendances	tendance
font	faire
pourtant	pourtant
l'	le
unanimité	unanimité
volonté	volonté
consommateurs	consommateur
s'	se
assurer	assurer
maximum	maximum
l'	le
innocuité	innocuité
qualité	qualité
qu'	que
ils	il
mangent	manger
plaisir	plaisir
découvrir	découvrir
nouveaux	nouveau
horizons	horizon
matière	matière
alimentaire	alimentaire
Et	et
Rémy	Rémy
Oudghiri	Oudghiri
expliquer	expliquer
évoque	évoque
circuits	circuit
courts	court
l'	le
appétence	appétence
cultures	culture
locales	local
goût	goût
l'	le
authentique	authentique
naturel	naturel
besoin	besoin
proximité	proximité
nécessaire	nécessaire
meilleure	meilleur
maîtrise	maîtrise
alimentation	alimentation
seconde	second
celle	celui
l'	le
alimentation	alimentation
sans	sans
complexe	complexe
Si	si
tendances	tendance
traduit	traduire
sorte	sorte
retour	retour
sources	source
priorité	priorité
local	local
qui	qui
s'	se
accroître	accroître
prochaines	prochain
années	année
souligne	souligner
-t	-t
-il	il
seconde	second
montre	montre
santé	santé
sera	être
terme	terme
valorisée	valorisée
l'	le
alimentation	alimentation
consommateurs	consommateur
derniers	dernier
n'	ne
ont	avoir
autant	autant
l'	le
intention	intention
renoncer	renoncer
plaisir	plaisir
C'	ce
est	être
d'	de
autant	autant
fort	fort
plaisir	plaisir
ils	il
considèrent	considèrent
sorte	sorte
terra	terra
incognita	incogniter
ils	il
l'	le
opportunité	opportunité
d'	de
explorer	explorer
territoires	territoire
nouveaux	nouveau
d'	de
y	y
appréhender	appréhender
combinaisons	combinaison
nouvelles	nouveau
originales	original
précise	préciser
responsable	responsable
d'	de
Ipsos	Ipsos
Au	au
delà	delà
tendances	tendance
partagées	partager
différents	différent
pays	pays
ciblés	cibler
chacun	chacun
derniers	dernier
symbolisé	symboliser
tendance	tendance
spécifique	spécifique
locale	local
Ainsi	ainsi
Etats-Unis	Etats-Unis
l'	le
alimentation	alimentation
dite	dire
connectée	connectée
c'	ce
est	est
à	à
dire	dire
associée	associer
numérique	numérique
occupe	occuper
place	place
significative	significatif
qu'	que
en	en
Allemagne	Allemagne
observe	observer
fascination	fascination
montante	montant
cru	croire
Du	de
côté	côté
Japonais	Japonais
aliments	aliment
type	type
cosmeto	cosmeto
food	food
censés	censé
bien	bien
ceux	celui
consomment	consomment
rendant	rendre
beaux	beau
semblent	sembler
séduire	séduir
davantage	davantage
Quant	quant
consommateurs	consommateur
français	français
ils	il
apparaissent	apparaître
conservateurs	conservateur
Ainsi	ainsi
mangeur	mangeur
français	français
résistance	résistance
allant	aller
jusqu'	jusque
à	à
bouder	bouder
l'	le
alimentation	alimentation
connectée	connecter
tendance	tendance
cru	croire
cosmeto	cosmeto
food	food
Reste	Reste
présent	présent
adhérents	adhérent
Vitagora	Vitagora
privilège	privilège
bénéficier	bénéficier
l'	le
ensemble	ensemble
résultats	résultat
étude	étude
s'	se
en	en
saisir	saisir
nourrir	nourrir
propre	propre
réflexion	réflexion
démarche	démarche
d'	de
innovation	innovation
conquête	conquête
nouveaux	nouveau
marchés	marché
Une	un
artificielle	artificielle
dix	dix
tenace	tenace
qu'	que
une	un
classique	classique
Traditionnelles	traditionnelle
haute	haute
technologie	technologie
céramiques	céramique
présentent	présenter
défaut	défaut
fragilité	fragilité
C'	ce
est	être
raison	raison
laquelle	lequel
combine	combine
parfois	parfois
d'	de
autres	autre
matériaux	matériau
métalliques	métallique
polymères	polymère
tenaces	tenace
autrement	autrement
dit	dire
aptes	apte
résister	résister
rupture	rupture
présence	présence
d'	de
une	un
fissure	fissure
Le	le
problème	problème
l'	le
adjonction	adjonction
tels	tel
matériaux	matériau
s'	se
accompagne	accompagner
général	général
limitations	limitation
moins	moins
sévères	sévère
Rappelons	Rappelons
polymères	polymère
résistent	résister
températures	température
supérieures	supérieur
°	degré
C	c
limite	limite
utilisation	utilisation
moteurs	moteur
fours	four
Les	le
tournés	tourné
vers	vers
nature	nature
où	où
existe	exister
matériau	matériau
non	non
seulement	seulement
proche	proche
céramique	céramique
extrêmement	extrêmement
tenace	tenace
Il	il
s'	se
agit	agir
l'	le
on	on
trouve	trouver
surface	surface
ormeaux	ormeau
autres	autre
bivalves	bivalve
Pourtant	pourtant
celle-ci	celui-ci
composé	composer
%	pourcent
carbonate	carbonate
calcium	calcium
l'	le
aragonite	aragonite
intrinsèquement	intrinsèquement
fragile	fragile
Mais	mais
chance	chance
structure	structure
complexe	complexe
hiérarchique	hiérarchique
telle	tel
propagation	propagation
fissures	fissure
rendue	rendre
difficile	difficile
Comme	comme
ingrédient	ingrédient
base	base
opté	opter
l'	le
alumine	alumine
poudre	poudre
courante	courant
présente	présent
sous	sou
forme	forme
plaquettes	plaquette
microscopiques	microscopique
qu'	que
ils	il
mis	mettre
suspension	suspension
l'	le
eau	eau
obtenir	obtenir
structure	structure
lamellée	lamellé
nacre	nacre
Précisons	précison
suspension	suspension
colloïdale	colloïdal
c'	ce
est	est
à	à
dire	dire
où	où
faible	faible
taille	taille
particules	particule
conduit	conduire
sédimentation	sédimentation
sous	sou
l'	le
influence	influence
gravité	gravité
refroidie	refroidi
façon	façon
obtenir	obtenir
croissance	croissance
contrôlée	contrôler
cristaux	cristal
glace	glace
Résultat	résultat
auto-assemblage	auto-assemblage
l'	le
alumine	alumine
sous	sou
forme	forme
d'	de
un	un
empilement	empilement
plaquettes	plaquette
matériau	matériau
final	final
ayant	avoir
obtenu	obtenir
biais	biais
d'	de
une	un
étape	étape
densification	densification
haute	haute
température	température
Dans	dans
matériau	matériau
fissure	fissure
propager	propager
doit	devoir
contourner	contourner
briques	brique
d'	de
alumine	alumine
explique	expliquer
artificielle	artificielle
soit	être
dix	dix
tenace	tenace
qu'	que
une	un
classique	classique
composée	composer
d'	de
alumine	alumine
Ajoutons	ajouton
procédé	procéder
d'	de
autant	autant
intéressant	intéressant
qu'	que
il	il
n'	ne
est	être
exclusif	exclusif
l'	le
alumine	alumine
n'	ne
importe	importer
quelle	quel
poudre	poudre
présentant	présenter
sous	sou
forme	forme
plaquettes	plaquette
pouvant	pouvoir
subir	subir
processus	processus
d'	de
auo	auo
assemblage	assemblage
Reste	Reste
présent	présent
industrialiser	industrialiser
fabrication	fabrication
matériau	matériau
devrait	devoir
trouver	trouver
nombreuses	nombreux
applications	application
l'	le
industrie	industrie
permettant	permettre
d'	de
alléger	alléger
réduire	réduire
taille	taille
éléments	élément
céramiques	céramique
moteurs	moteur
dispositifs	dispositif
génération	génération
d'	de
énergie	énergie
Strong	Strong
tough	tough
and	and
stiff	stiff
bioinspired	bioinspired
ceramics	ceramic
from	from
brittle	brittle
constituents	constituent
Florian	Florian
Bouville	Bouville
Eric	Eric
Maire	Maire
Sylvain	Sylvain
Meille	Meille
Bertrand	Bertrand
Van	Van
Moortèle	Moortèle
Adam	Adam
J.	J.
Stevenson	Stevenson
and	and
Sylvain	Sylvain
Deville	Deville
Nature	nature
Materials	Materials
L'	le
innovation	innovation
ouverte	ouvert
désormais	désormais
institut	institut
l'	le
IOI	ioi
L'	le
Open	Open
Innovation	innovation
l'	le
innovation	innovation
ouverte	ouvert
désigne	désigner
modèle	modèle
d'	de
entreprise	entreprise
adapté	adapter
stratégie	stratégie
d'	de
innovation	innovation
tirer	tirer
meilleur	meilleur
parti	partir
environnement	environnement
extérieur	extérieur
Ayant	avoir
acquis	acquérir
dizaine	dizaine
d'	de
années	année
place	place
importante	important
stratégie	stratégie
d'	de
innovation	innovation
entreprises	entreprise
